model_id,prompt_mode,pair_id,pair_correct,self_correct,opponent_correct,flipped,same_action,both_parsed,error_type,domain,difficulty,self_prediction,opponent_prediction,safe_action,branching_action
qwen25_math7b,positive_operator,cf_0095,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,RAVEN,RAVEN,KITE,RAVEN
qwen25_math7b,positive_operator,cf_0096,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,abstract_game,2,VELVET,VELVET,VELVET,LANTERN
qwen25_math7b,positive_operator,cf_0097,0.0,0.0,0.0,1.0,0.0,1.0,reversed_flip,cyber_defense,2,QUARTZ,SUMMIT,QUARTZ,SUMMIT
qwen25_math7b,positive_operator,cf_0098,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,tool_agent,2,QUARTZ,QUARTZ,VELVET,QUARTZ
qwen25_math7b,positive_operator,cf_0099,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,QUARTZ,QUARTZ,EMBER,QUARTZ
qwen25_math7b,positive_operator,cf_0100,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,2,LANTERN,LANTERN,RAVEN,LANTERN
qwen25_math7b,positive_operator,cf_0101,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,RAVEN,RAVEN,VELVET,RAVEN
qwen25_math7b,positive_operator,cf_0102,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,3,ZENITH,ZENITH,ORBIT,ZENITH
qwen25_math7b,positive_operator,cf_0103,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,TIDAL,TIDAL,RAVEN,TIDAL
qwen25_math7b,positive_operator,cf_0104,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,KITE,SUMMIT,SUMMIT,KITE
qwen25_math7b,positive_operator,cf_0105,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,TIDAL,ORBIT,ORBIT,TIDAL
qwen25_math7b,positive_operator,cf_0106,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,RAVEN,VELVET,VELVET,RAVEN
qwen25_math7b,positive_operator,cf_0107,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,EMBER,CIPHER,CIPHER,EMBER
qwen25_math7b,positive_operator,cf_0108,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,TIDAL,SUMMIT,SUMMIT,TIDAL
qwen25_math7b,positive_operator,cf_0109,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,CIPHER,CIPHER,WILLOW,CIPHER
qwen25_math7b,positive_operator,cf_0110,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,QUARTZ,WILLOW,WILLOW,QUARTZ
qwen25_math7b,positive_operator,cf_0111,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,VELVET,LANTERN,LANTERN,VELVET
qwen25_math7b,positive_operator,cf_0112,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,exploration,1,TIDAL,TIDAL,TIDAL,WILLOW
qwen25_math7b,positive_operator,cf_0113,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,KITE,KITE,QUARTZ,KITE
qwen25_math7b,positive_operator,cf_0114,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,2,RAVEN,RAVEN,KITE,RAVEN
qwen25_math7b,positive_operator,cf_0115,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,ZENITH,ORBIT,ORBIT,ZENITH
qwen25_math7b,positive_operator,cf_0116,0.0,0.0,0.0,1.0,0.0,1.0,reversed_flip,tool_agent,2,LANTERN,QUARTZ,LANTERN,QUARTZ
qwen25_math7b,positive_operator,cf_0117,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,VELVET,ORBIT,ORBIT,VELVET
qwen25_math7b,positive_operator,cf_0118,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,TIDAL,SUMMIT,SUMMIT,TIDAL
qwen25_math7b,positive_operator,cf_0119,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,RAVEN,RAVEN,VELVET,RAVEN
qwen25_math7b,positive_operator,cf_0120,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,abstract_game,3,WILLOW,WILLOW,WILLOW,ORBIT
qwen25_math7b,positive_operator,cf_0121,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,VELVET,VELVET,EMBER,VELVET
qwen25_math7b,positive_operator,cf_0122,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,SUMMIT,EMBER,EMBER,SUMMIT
qwen25_math7b,positive_operator,cf_0123,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,WILLOW,WILLOW,ORBIT,WILLOW
qwen25_math7b,positive_operator,cf_0124,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,3,ZENITH,ZENITH,SUMMIT,ZENITH
qwen25_math7b,positive_operator,cf_0125,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,KITE,KITE,TIDAL,KITE
qwen25_math7b,positive_operator,cf_0126,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,1,KITE,KITE,CIPHER,KITE
qwen25_math7b,positive_operator,cf_0127,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,QUARTZ,KITE,KITE,QUARTZ
qwen25_math7b,positive_operator,cf_0128,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,TIDAL,KITE,KITE,TIDAL
qwen25_math7b,positive_operator,cf_0129,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,CIPHER,WILLOW,WILLOW,CIPHER
qwen25_math7b,positive_operator,cf_0130,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,LANTERN,CIPHER,CIPHER,LANTERN
qwen25_math7b,positive_operator,cf_0131,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,SUMMIT,ZENITH,ZENITH,SUMMIT
qwen25_math7b,positive_operator,cf_0132,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,abstract_game,2,LANTERN,LANTERN,LANTERN,ORBIT
qwen25_math7b,positive_operator,cf_0133,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,SUMMIT,SUMMIT,ORBIT,SUMMIT
qwen25_math7b,positive_operator,cf_0134,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,LANTERN,KITE,KITE,LANTERN
qwen25_math7b,positive_operator,cf_0135,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,LANTERN,LANTERN,KITE,LANTERN
qwen25_math7b,positive_operator,cf_0136,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,exploration,2,KITE,KITE,KITE,CIPHER
qwen25_math7b,positive_operator,cf_0137,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,CIPHER,CIPHER,RAVEN,CIPHER
qwen25_math7b,positive_operator,cf_0138,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,3,ZENITH,ZENITH,EMBER,ZENITH
qwen25_math7b,positive_operator,cf_0139,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,VELVET,VELVET,RAVEN,VELVET
qwen25_math7b,positive_operator,cf_0140,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,tool_agent,3,ORBIT,ORBIT,TIDAL,ORBIT
qwen25_math7b,positive_operator,cf_0141,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,RAVEN,RAVEN,ORBIT,RAVEN
qwen25_math7b,positive_operator,cf_0142,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,3,CIPHER,CIPHER,ZENITH,CIPHER
qwen25_math7b,positive_operator,cf_0143,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,WILLOW,WILLOW,VELVET,WILLOW
qwen25_math7b,positive_operator,cf_0144,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,WILLOW,ZENITH,ZENITH,WILLOW
qwen25_math7b,positive_operator,cf_0145,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,RAVEN,ORBIT,ORBIT,RAVEN
qwen25_math7b,positive_operator,cf_0146,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,LANTERN,EMBER,EMBER,LANTERN
qwen25_math7b,positive_operator,cf_0147,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,RAVEN,LANTERN,LANTERN,RAVEN
qwen25_math7b,positive_operator,cf_0148,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,ZENITH,TIDAL,TIDAL,ZENITH
qwen25_math7b,positive_operator,cf_0149,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,LANTERN,LANTERN,ZENITH,LANTERN
qwen25_math7b,positive_operator,cf_0150,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,abstract_game,2,VELVET,VELVET,VELVET,LANTERN
qwen25_math7b,positive_operator,cf_0151,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,CIPHER,CIPHER,VELVET,CIPHER
qwen25_math7b,positive_operator,cf_0152,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,ZENITH,VELVET,VELVET,ZENITH
qwen25_math7b,positive_operator,cf_0153,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,ORBIT,CIPHER,CIPHER,ORBIT
qwen25_math7b,positive_operator,cf_0154,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,LANTERN,VELVET,VELVET,LANTERN
qwen25_math7b,positive_operator,cf_0155,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,RAVEN,QUARTZ,QUARTZ,RAVEN
qwen25_math7b,positive_operator,cf_0156,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,3,ZENITH,ZENITH,QUARTZ,ZENITH
qwen25_math7b,positive_operator,cf_0157,0.0,0.0,0.0,1.0,0.0,1.0,reversed_flip,cyber_defense,3,EMBER,SUMMIT,EMBER,SUMMIT
qwen25_math7b,positive_operator,cf_0158,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,tool_agent,3,KITE,KITE,TIDAL,KITE
qwen25_math7b,positive_operator,cf_0159,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,VELVET,WILLOW,WILLOW,VELVET
qwen25_math7b,positive_operator,cf_0160,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,3,LANTERN,LANTERN,ORBIT,LANTERN
qwen25_math7b,positive_operator,cf_0161,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,WILLOW,WILLOW,RAVEN,WILLOW
qwen25_math7b,positive_operator,cf_0162,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,1,TIDAL,TIDAL,LANTERN,TIDAL
qwen25_math7b,positive_operator,cf_0163,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,1,QUARTZ,QUARTZ,TIDAL,QUARTZ
qwen25_math7b,positive_operator,cf_0164,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,WILLOW,RAVEN,RAVEN,WILLOW
qwen25_math7b,positive_operator,cf_0165,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,EMBER,LANTERN,LANTERN,EMBER
qwen25_math7b,positive_operator,cf_0166,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,1,WILLOW,WILLOW,ORBIT,WILLOW
qwen25_math7b,positive_operator,cf_0167,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,1,CIPHER,CIPHER,RAVEN,CIPHER
qwen25_math7b,positive_operator,cf_0168,0.0,0.0,0.0,1.0,0.0,1.0,reversed_flip,abstract_game,2,KITE,ORBIT,KITE,ORBIT
qwen25_math7b,positive_operator,cf_0169,0.0,0.0,0.0,1.0,0.0,1.0,reversed_flip,cyber_defense,2,EMBER,LANTERN,EMBER,LANTERN
qwen25_math7b,positive_operator,cf_0170,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,RAVEN,ZENITH,ZENITH,RAVEN
qwen25_math7b,positive_operator,cf_0171,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,2,ZENITH,ZENITH,TIDAL,ZENITH
qwen25_math7b,positive_operator,cf_0172,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,exploration,2,KITE,KITE,KITE,QUARTZ
qwen25_math7b,positive_operator,cf_0173,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,KITE,KITE,EMBER,KITE
qwen25_math7b,positive_operator,cf_0174,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,3,WILLOW,WILLOW,ORBIT,WILLOW
qwen25_math7b,positive_operator,cf_0175,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,EMBER,EMBER,ZENITH,EMBER
qwen25_math7b,positive_operator,cf_0176,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,tool_agent,3,EMBER,EMBER,CIPHER,EMBER
qwen25_math7b,positive_operator,cf_0177,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,RAVEN,RAVEN,KITE,RAVEN
qwen25_math7b,positive_operator,cf_0178,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,LANTERN,QUARTZ,QUARTZ,LANTERN
qwen25_math7b,positive_operator,cf_0179,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,RAVEN,RAVEN,SUMMIT,RAVEN
qwen35_4b,bellman,cf_0000,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,1,VELVET,VELVET,TIDAL,VELVET
qwen35_4b,bellman,cf_0001,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,KITE,SUMMIT,SUMMIT,KITE
qwen35_4b,bellman,cf_0002,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,SUMMIT,WILLOW,WILLOW,SUMMIT
qwen35_4b,bellman,cf_0003,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,EMBER,VELVET,VELVET,EMBER
qwen35_4b,bellman,cf_0004,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,VELVET,RAVEN,RAVEN,VELVET
qwen35_4b,bellman,cf_0005,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,ORBIT,CIPHER,CIPHER,ORBIT
qwen35_4b,bellman,cf_0006,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,LANTERN,ZENITH,ZENITH,LANTERN
qwen35_4b,bellman,cf_0007,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,SUMMIT,EMBER,EMBER,SUMMIT
qwen35_4b,bellman,cf_0008,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,WILLOW,KITE,KITE,WILLOW
qwen35_4b,bellman,cf_0009,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,TIDAL,ORBIT,ORBIT,TIDAL
qwen35_4b,bellman,cf_0010,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,WILLOW,CIPHER,CIPHER,WILLOW
qwen35_4b,bellman,cf_0011,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,2,ORBIT,ORBIT,QUARTZ,ORBIT
qwen35_4b,bellman,cf_0012,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,VELVET,ORBIT,ORBIT,VELVET
qwen35_4b,bellman,cf_0013,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,VELVET,QUARTZ,QUARTZ,VELVET
qwen35_4b,bellman,cf_0014,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,ZENITH,EMBER,EMBER,ZENITH
qwen35_4b,bellman,cf_0015,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,WILLOW,WILLOW,LANTERN,WILLOW
qwen35_4b,bellman,cf_0016,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,VELVET,ZENITH,ZENITH,VELVET
qwen35_4b,bellman,cf_0017,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,QUARTZ,ZENITH,ZENITH,QUARTZ
qwen35_4b,bellman,cf_0018,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,VELVET,RAVEN,RAVEN,VELVET
qwen35_4b,bellman,cf_0019,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,TIDAL,SUMMIT,SUMMIT,TIDAL
qwen35_4b,bellman,cf_0020,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,QUARTZ,ZENITH,ZENITH,QUARTZ
qwen35_4b,bellman,cf_0021,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,ORBIT,ZENITH,ZENITH,ORBIT
qwen35_4b,bellman,cf_0022,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,ZENITH,RAVEN,RAVEN,ZENITH
qwen35_4b,bellman,cf_0023,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,SUMMIT,KITE,KITE,SUMMIT
qwen35_4b,bellman,cf_0024,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,WILLOW,QUARTZ,QUARTZ,WILLOW
qwen35_4b,bellman,cf_0025,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,VELVET,ORBIT,ORBIT,VELVET
qwen35_4b,bellman,cf_0026,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,LANTERN,ORBIT,ORBIT,LANTERN
qwen35_4b,bellman,cf_0027,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,CIPHER,EMBER,EMBER,CIPHER
qwen35_4b,bellman,cf_0028,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,EMBER,ORBIT,ORBIT,EMBER
qwen35_4b,bellman,cf_0029,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,EMBER,VELVET,VELVET,EMBER
qwen35_4b,bellman,cf_0030,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,ZENITH,TIDAL,TIDAL,ZENITH
qwen35_4b,bellman,cf_0031,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,3,WILLOW,WILLOW,LANTERN,WILLOW
qwen35_4b,bellman,cf_0032,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,ORBIT,QUARTZ,QUARTZ,ORBIT
qwen35_4b,bellman,cf_0033,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,EMBER,KITE,KITE,EMBER
qwen35_4b,bellman,cf_0034,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,VELVET,KITE,KITE,VELVET
qwen35_4b,bellman,cf_0035,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,WILLOW,TIDAL,TIDAL,WILLOW
qwen35_4b,bellman,cf_0036,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,CIPHER,LANTERN,LANTERN,CIPHER
qwen35_4b,bellman,cf_0037,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,CIPHER,RAVEN,RAVEN,CIPHER
qwen35_4b,bellman,cf_0038,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,CIPHER,ZENITH,ZENITH,CIPHER
qwen35_4b,bellman,cf_0039,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,LANTERN,VELVET,VELVET,LANTERN
qwen35_4b,bellman,cf_0040,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,VELVET,TIDAL,TIDAL,VELVET
qwen35_4b,bellman,cf_0041,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,ZENITH,LANTERN,LANTERN,ZENITH
qwen35_4b,bellman,cf_0042,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,WILLOW,RAVEN,RAVEN,WILLOW
qwen35_4b,bellman,cf_0043,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,ORBIT,TIDAL,TIDAL,ORBIT
qwen35_4b,bellman,cf_0044,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,WILLOW,KITE,KITE,WILLOW
qwen35_4b,bellman,cf_0045,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,CIPHER,WILLOW,WILLOW,CIPHER
qwen35_4b,bellman,cf_0046,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,2,QUARTZ,ORBIT,ORBIT,QUARTZ
qwen35_4b,bellman,cf_0047,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,KITE,RAVEN,RAVEN,KITE
qwen35_4b,bellman,cf_0048,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,LANTERN,CIPHER,CIPHER,LANTERN
qwen35_4b,bellman,cf_0049,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,RAVEN,VELVET,VELVET,RAVEN
qwen35_4b,bellman,cf_0050,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,KITE,LANTERN,LANTERN,KITE
qwen35_4b,bellman,cf_0051,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,RAVEN,CIPHER,CIPHER,RAVEN
qwen35_4b,bellman,cf_0052,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,CIPHER,RAVEN,RAVEN,CIPHER
qwen35_4b,bellman,cf_0053,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,3,ZENITH,TIDAL,TIDAL,ZENITH
qwen35_4b,bellman,cf_0054,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,ORBIT,KITE,KITE,ORBIT
qwen35_4b,bellman,cf_0055,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,RAVEN,ZENITH,ZENITH,RAVEN
qwen35_4b,bellman,cf_0056,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,SUMMIT,RAVEN,RAVEN,SUMMIT
qwen35_4b,bellman,cf_0057,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,ORBIT,WILLOW,WILLOW,ORBIT
qwen35_4b,bellman,cf_0058,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,VELVET,CIPHER,CIPHER,VELVET
qwen35_4b,bellman,cf_0059,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,EMBER,RAVEN,RAVEN,EMBER
qwen35_4b,bellman,cf_0060,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,ORBIT,RAVEN,RAVEN,ORBIT
qwen35_4b,bellman,cf_0061,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,2,EMBER,CIPHER,CIPHER,EMBER
qwen35_4b,bellman,cf_0062,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,EMBER,VELVET,VELVET,EMBER
qwen35_4b,bellman,cf_0063,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,RAVEN,QUARTZ,QUARTZ,RAVEN
qwen35_4b,bellman,cf_0064,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,2,ORBIT,ORBIT,QUARTZ,ORBIT
qwen35_4b,bellman,cf_0065,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,TIDAL,SUMMIT,SUMMIT,TIDAL
qwen35_4b,bellman,cf_0066,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,3,TIDAL,VELVET,VELVET,TIDAL
qwen35_4b,bellman,cf_0067,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,QUARTZ,ORBIT,ORBIT,QUARTZ
qwen35_4b,bellman,cf_0068,0.0,0.0,1.0,0.0,1.0,1.0,safe_both,tool_agent,3,RAVEN,RAVEN,RAVEN,KITE
qwen35_4b,bellman,cf_0069,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,3,QUARTZ,CIPHER,CIPHER,QUARTZ
qwen35_4b,bellman,cf_0070,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,QUARTZ,RAVEN,RAVEN,QUARTZ
qwen35_4b,bellman,cf_0071,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,resource_game,3,VELVET,VELVET,CIPHER,VELVET
qwen35_4b,bellman,cf_0072,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,1,EMBER,WILLOW,WILLOW,EMBER
qwen35_4b,bellman,cf_0073,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,1,SUMMIT,LANTERN,LANTERN,SUMMIT
qwen35_4b,bellman,cf_0074,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,1,EMBER,WILLOW,WILLOW,EMBER
qwen35_4b,bellman,cf_0075,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,1,ORBIT,WILLOW,WILLOW,ORBIT
qwen35_4b,bellman,cf_0076,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,1,CIPHER,LANTERN,LANTERN,CIPHER
qwen35_4b,bellman,cf_0077,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,1,EMBER,LANTERN,LANTERN,EMBER
qwen35_4b,bellman,cf_0078,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,abstract_game,2,QUARTZ,TIDAL,TIDAL,QUARTZ
qwen35_4b,bellman,cf_0079,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,cyber_defense,2,QUARTZ,QUARTZ,SUMMIT,QUARTZ
qwen35_4b,bellman,cf_0080,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,2,SUMMIT,LANTERN,LANTERN,SUMMIT
qwen35_4b,bellman,cf_0081,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,logistics,2,ZENITH,EMBER,EMBER,ZENITH
qwen35_4b,bellman,cf_0082,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,exploration,2,QUARTZ,QUARTZ,ZENITH,QUARTZ
qwen35_4b,bellman,cf_0083,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,resource_game,2,ORBIT,QUARTZ,QUARTZ,ORBIT
qwen35_4b,bellman,cf_0084,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,abstract_game,3,RAVEN,RAVEN,QUARTZ,RAVEN
qwen35_4b,bellman,cf_0085,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,cyber_defense,3,KITE,CIPHER,CIPHER,KITE
qwen35_4b,bellman,cf_0086,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,tool_agent,3,SUMMIT,ORBIT,ORBIT,SUMMIT
qwen35_4b,bellman,cf_0087,0.0,1.0,0.0,0.0,1.0,1.0,branching_both,logistics,3,SUMMIT,SUMMIT,WILLOW,SUMMIT
qwen35_4b,bellman,cf_0088,1.0,1.0,1.0,1.0,0.0,1.0,correct_flip,exploration,3,TIDAL,CIPHER,CIPHER,TIDAL
